domain,marker_name,LabChemTestName,lower,upper,source,n_records,n_patients,n_cohort,prop_patients,feature_name,feature_subcategory,code,code_vocabulary,Description,drug_name,VAClassification,percent_of_patients,VAClassification_Description,VAClass
Labs,A1C,HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,5108381,348493,735933,0.473539031406392,A1C,"","","","","","",47.3539031406392,"",
Labs,A1C,HGB A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1095058,83050,735933,0.112849946938104,A1C,"","","","","","",11.2849946938104,"",
Labs,A1C,HEMOGLOBIN A1c,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,509780,43742,735933,0.0594374759658828,A1C,"","","","","","",5.94374759658828,"",
Labs,A1C,HBA1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,351887,31700,735933,0.0430745733646949,A1C,"","","","","","",4.30745733646949,"",
Labs,A1C,HEMOGLOBIN %A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,380062,27596,735933,0.0374979787562183,A1C,"","","","","","",3.74979787562183,"",
Labs,A1C,HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,312260,23542,735933,0.0319893251151939,A1C,"","","","","","",3.19893251151939,"",
Labs,A1C,HGA1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,313928,20863,735933,0.028349048079105,A1C,"","","","","","",2.8349048079105,"",
Labs,A1C,HEMOGLOBIN A1C*,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,252193,19714,735933,0.0267877646470535,A1C,"","","","","","",2.67877646470535,"",
Labs,A1C,A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,215366,17812,735933,0.0242032902451718,A1C,"","","","","","",2.42032902451718,"",
Labs,A1C,HGB A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,174632,15803,735933,0.0214734221729424,A1C,"","","","","","",2.14734221729424,"",
Labs,A1C,A1C HGB,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,266567,15590,735933,0.021183993651596,A1C,"","","","","","",2.1183993651596,"",
Labs,A1C,HGB A1C % (PRIOR.NOV/2019),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,154289,15552,735933,0.0211323585163323,A1C,"","","","","","",2.11323585163323,"",
Labs,A1C,HGB-A1C (BU/BH/SY/CN),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,226412,15234,735933,0.0207002539633363,A1C,"","","","","","",2.07002539633363,"",
Labs,A1C,HEMOGLOBIN A1C (5/98-4/10),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,76770,14821,735933,0.0201390615721812,A1C,"","","","","","",2.01390615721812,"",
Labs,A1C,HGBA1c,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,155094,12950,735933,0.0175967105701198,A1C,"","","","","","",1.75967105701198,"",
Labs,A1C,A1C HEMOGLOBIN (DVAMC),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,140565,12296,735933,0.0167080427158451,A1C,"","","","","","",1.67080427158451,"",
Labs,A1C,HEMOGLOBIN A1C (LAB),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,142465,12113,735933,0.01645937877497,A1C,"","","","","","",1.645937877497,"",
Labs,A1C,A1c,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,133234,11898,735933,0.0161672326149255,A1C,"","","","","","",1.61672326149255,"",
Labs,A1C,HEMOGLOBIN A1C (Inactive 05/30/2015),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,73282,11603,735933,0.0157663809069576,A1C,"","","","","","",1.57663809069576,"",
Labs,A1C,"HGBA1C(OLD) D'CD JUN 14, 2011",3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,64294,11560,735933,0.0157079516749487,A1C,"","","","","","",1.57079516749487,"",
Labs,A1C,HgB A1c,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,132526,11138,735933,0.0151345299096521,A1C,"","","","","","",1.51345299096521,"",
Labs,A1C,Glyco Hgb A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,145067,10599,735933,0.0144021262805174,A1C,"","","","","","",1.44021262805174,"",
Labs,A1C,ZZHgB-A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,36704,10129,735933,0.0137634811864667,A1C,"","","","","","",1.37634811864667,"",
Labs,A1C,ZHEMOGLOBIN A1C THRU 5/6/15,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,77856,9677,735933,0.0131492948406988,A1C,"","","","","","",1.31492948406988,"",
Labs,A1C,A1C GLYCOHEMOGLOBIN,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,121871,9526,735933,0.0129441131189932,A1C,"","","","","","",1.29441131189932,"",
Labs,A1C,HGB A1C(D/C 7/1/15),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,66051,9413,735933,0.0127905665325512,A1C,"","","","","","",1.27905665325512,"",
Labs,A1C,A1C%*ia,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,155426,9277,735933,0.0126057671010812,A1C,"","","","","","",1.26057671010812,"",
Labs,A1C,HEMOGLOBIN A1C(POST11/14/90),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,101258,8963,735933,0.0121790978254814,A1C,"","","","","","",1.21790978254814,"",
Labs,A1C,GLYCOLATED HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,105599,8388,735933,0.0113977766997811,A1C,"","","","","","",1.13977766997811,"",
Labs,A1C,HGBA1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,97093,8242,735933,0.0111993890748207,A1C,"","","","","","",1.11993890748207,"",
Labs,A1C,HEMOGLOBIN A1C(wx),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,80865,8190,735933,0.0111287304686704,A1C,"","","","","","",1.11287304686704,"",
Labs,A1C,*****A1C*****(DO NOT ORDER),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,79758,8181,735933,0.011116501094529,A1C,"","","","","","",1.1116501094529,"",
Labs,A1C,HEMOGLOBIN A1C*NE,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,113744,7823,735933,0.0106300437675712,A1C,"","","","","","",1.06300437675712,"",
Labs,A1C,HEMOGLOBIN A1C (NEW),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,84490,7698,735933,0.0104601913489407,A1C,"","","","","","",1.04601913489407,"",
Labs,A1C,GLYCOSYLATED HEMOGLOBIN A1c,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,96601,7543,735933,0.0102495743498389,A1C,"","","","","","",1.02495743498389,"",
Labs,A1C,HGB A1C (TO 4/3/17),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,52574,7501,735933,0.0101925039371791,A1C,"","","","","","",1.01925039371791,"",
Labs,A1C,HEMOGLOBIN A1C(2/22/2012),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,42174,7259,735933,0.00986366965471042,A1C,"","","","","","",0.986366965471041,"",
Labs,A1C,HbA1C (DOES NOT CONTAIN eAG)*,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,96094,7207,735933,0.00979301104856013,A1C,"","","","","","",0.979301104856013,"",
Labs,A1C,HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,82036,7032,735933,0.00955521766247743,A1C,"","","","","","",0.955521766247743,"",
Labs,A1C,HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,106687,7010,735933,0.00952532363679846,A1C,"","","","","","",0.952532363679846,"",
Labs,A1C,HbA1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,77833,6710,735933,0.00911767783208526,A1C,"","","","","","",0.911767783208526,"",
Labs,A1C,HGBA1C(HPLC),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,105080,6307,735933,0.00857007363442052,A1C,"","","","","","",0.857007363442052,"",
Labs,A1C,Hemoglobin A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,69914,6162,735933,0.00837304482880914,A1C,"","","","","","",0.837304482880914,"",
Labs,A1C,Hgb A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,32890,5874,735933,0.00798170485628447,A1C,"","","","","","",0.798170485628447,"",
Labs,A1C,"HEMOGLOBIN A1C,blood",3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,64438,5131,735933,0.00697210207994478,A1C,"","","","","","",0.697210207994478,"",
Labs,A1C,A1C %,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,57236,5025,735933,0.00682806722894611,A1C,"","","","","","",0.682806722894611,"",
Labs,A1C,HBA1C(DCd 8.31.15),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,23918,4825,735933,0.00655630335913731,A1C,"","","","","","",0.655630335913731,"",
Labs,A1C,"HEMOGLOBIN A1C, MEASURED",3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,61721,4721,735933,0.00641498614683674,A1C,"","","","","","",0.641498614683674,"",
Labs,A1C,"~HEMOGLOBIN A1C,MEAS(D/C,12/27/13)",3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,31328,4715,735933,0.00640683323074247,A1C,"","","","","","",0.640683323074247,"",
Labs,A1C,HB A1C %,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,52427,4611,735933,0.0062655160184419,A1C,"","","","","","",0.62655160184419,"",
Labs,A1C,HEMOGLOBIN A1C(PRIOR to 5/26/15),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,40348,4607,735933,0.00626008074104572,A1C,"","","","","","",0.626008074104572,"",
Labs,A1C,A1C-%A1C* (AL),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,62145,4326,735933,0.00587825250396436,A1C,"","","","","","",0.587825250396436,"",
Labs,A1C,POC HGB A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,22355,4181,735933,0.00568122369835298,A1C,"","","","","","",0.568122369835298,"",
Labs,A1C,HEMOGLOBIN A1C %,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,57679,4050,735933,0.00550321836362821,A1C,"","","","","","",0.550321836362821,"",
Labs,A1C,HGB A1C BIO RAD,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,38137,3640,735933,0.00494610243052017,A1C,"","","","","","",0.494610243052017,"",
Labs,A1C,HBA1C (DC'D) (POST 3/8/99).,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,45423,3516,735933,0.00477760883123871,A1C,"","","","","","",0.477760883123871,"",
Labs,A1C,A1C POC,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,13458,3492,735933,0.00474499716686166,A1C,"","","","","","",0.474499716686166,"",
Labs,A1C,HBA1C(TEST DC'd 5/24/10),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,14873,3492,735933,0.00474499716686166,A1C,"","","","","","",0.474499716686166,"",
Labs,A1C,HGB A1C (6/8/98-3/16/09),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,18195,3198,735933,0.00434550427824272,A1C,"","","","","","",0.434550427824272,"",
Labs,A1C,HGB A1C (ENDO)(d/c 3/09),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,12816,3168,735933,0.0043047396977714,A1C,"","","","","","",0.43047396977714,"",
Labs,A1C,A1C (COBAS),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,20919,3165,735933,0.00430066323972427,A1C,"","","","","","",0.430066323972427,"",
Labs,A1C,A1C(DC'D 6/5/15),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,23968,2973,735933,0.00403976992470782,A1C,"","","","","","",0.403976992470782,"",
Labs,A1C,HgBA1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,25062,2718,735933,0.0036932709907016,A1C,"","","","","","",0.36932709907016,"",
Labs,A1C,HEMOGLOBIN A1C (POC) dc'd 8/17/22,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,12641,2592,735933,0.00352205975272206,A1C,"","","","","","",0.352205975272206,"",
Labs,A1C,HEMOGLOBIN A1C(BMT),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,36015,2463,735933,0.00334677205669538,A1C,"","","","","","",0.334677205669538,"",
Labs,A1C,POC HEMOGLOBIN A1C(D'ced 9/13/19),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,4851,2438,735933,0.00331280157296928,A1C,"","","","","","",0.331280157296928,"",
Labs,A1C,HGB A1C (OLD),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,16644,2405,735933,0.00326796053445083,A1C,"","","","","","",0.326796053445083,"",
Labs,A1C,HEMOGLOBIN A1c,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,26186,2283,735933,0.00310218457386746,A1C,"","","","","","",0.310218457386746,"",
Labs,A1C,HEMOGLOBIN A1C(LUF),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,29288,2087,735933,0.00283585598145483,A1C,"","","","","","",0.283585598145483,"",
Labs,A1C,Hemoglobin A1C-KTY,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,10836,2014,735933,0.00273666216897462,A1C,"","","","","","",0.273666216897462,"",
Labs,A1C,HGB A1C thru 4/3/03,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3813,1890,735933,0.00256816856969317,A1C,"","","","","","",0.256816856969317,"",
Labs,A1C,HEMOGLOBIN A1C~disc7/02,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,2961,1885,735933,0.00256137447294795,A1C,"","","","","","",0.256137447294794,"",
Labs,A1C,POC A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,7834,1764,735933,0.00239695733171362,A1C,"","","","","","",0.239695733171362,"",
Labs,A1C,"ZZ-A1C, GJ(PRIOR 11-7-19)",3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,21022,1762,735933,0.00239423969301553,A1C,"","","","","","",0.239423969301553,"",
Labs,A1C,A1C (Prior to 11/18/02),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3104,1662,735933,0.00225835775811113,A1C,"","","","","","",0.225835775811113,"",
Labs,A1C,HBA1C(PRE 4/14/10),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,7011,1570,735933,0.00213334637799908,A1C,"","","","","","",0.213334637799908,"",
Labs,A1C,"HEMOGLOBIN A1C, IN-HOUSE THRU 6/26/06",3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,4663,1534,735933,0.0020844288814335,A1C,"","","","","","",0.20844288814335,"",
Labs,A1C,ZZ POC HEMOGLOBIN A1c (DCA),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3117,1501,735933,0.00203958784291505,A1C,"","","","","","",0.203958784291505,"",
Labs,A1C,Hemoglobin A1C(TMB),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,10503,1493,735933,0.0020287172881227,A1C,"","","","","","",0.20287172881227,"",
Labs,A1C,z*INACT*Glyco Hgb A1C (1-11-05),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3736,1448,735933,0.00196757041741572,A1C,"","","","","","",0.196757041741572,"",
Labs,A1C,HGB A1C (Dc'D 04/23/10),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,4932,1327,735933,0.00180315327618139,A1C,"","","","","","",0.180315327618139,"",
Labs,A1C,HEMOGLOBIN A1C_ANC,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,5870,1304,735933,0.00177190043115338,A1C,"","","","","","",0.177190043115338,"",
Labs,A1C,GLYCO HGB A1C (FS)*INACT(1-10-11),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,6901,1231,735933,0.00167270661867317,A1C,"","","","","","",0.167270661867317,"",
Labs,A1C,HGB A1C(10/26/01-8/19/04),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,2620,1207,735933,0.00164009495429611,A1C,"","","","","","",0.164009495429611,"",
Labs,A1C,P-HGB-A1C (DC'ed 4820),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,8597,1166,735933,0.00158438336098531,A1C,"","","","","","",0.158438336098531,"",
Labs,A1C,TP HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,18643,1125,735933,0.0015286717676745,A1C,"","","","","","",0.15286717676745,"",
Labs,A1C,ANC-HbA1c,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3300,1046,735933,0.00142132503910003,A1C,"","","","","","",0.142132503910003,"",
Labs,A1C,HEMOGLOBIN A1C (SPL),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1428,1034,735933,0.0014050192069115,A1C,"","","","","","",0.14050192069115,"",
Labs,A1C,%HBA1C 10/16/06 OLD,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3259,953,735933,0.00129495483963893,A1C,"","","","","","",0.129495483963893,"",
Labs,A1C,D-HEMOGLOBIN A1C (dc'd),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,7845,942,735933,0.00128000782679945,A1C,"","","","","","",0.128000782679945,"",
Labs,A1C,HGBA1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1577,925,735933,0.0012569078978657,A1C,"","","","","","",0.12569078978657,"",
Labs,A1C,ZZHEMOG A1C (DC'D 2013),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3321,876,735933,0.00119032574976255,A1C,"","","","","","",0.119032574976255,"",
Labs,A1C,ANC HGB A1C POC,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,2221,849,735933,0.00115363762733836,A1C,"","","","","","",0.115363762733836,"",
Labs,A1C,POC HEMOGLOBIN A1C (AFINION),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1350,718,735933,0.000975632292613594,A1C,"","","","","","",0.0975632292613594,"",
Labs,A1C,PB HGB A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,5110,617,735933,0.00083839153836015,A1C,"","","","","","",0.083839153836015,"",
Labs,A1C,HGBA1C POC(..2/21)*ic,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,802,563,735933,0.000765015293511774,A1C,"","","","","","",0.0765015293511774,"",
Labs,A1C,HATT-HGB A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3849,559,735933,0.000759580016115598,A1C,"","","","","","",0.0759580016115597,"",
Labs,A1C,HGB A1C(QUEST),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1285,546,735933,0.000741915364578026,A1C,"","","","","","",0.0741915364578026,"",
Labs,A1C,AT-A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1184,545,735933,0.000740556545228981,A1C,"","","","","","",0.0740556545228981,"",
Labs,A1C,C-A1C-CBOC,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1313,505,735933,0.000686203771267221,A1C,"","","","","","",0.0686203771267221,"",
Labs,A1C,ZMH HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3061,452,735933,0.000614186345767889,A1C,"","","","","","",0.0614186345767889,"",
Labs,A1C,A1C PORTLAND (ENDED 03-2006),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,758,438,735933,0.000595162874881273,A1C,"","","","","","",0.0595162874881273,"",
Labs,A1C,HGB A1C(11/17/98-10/25/01),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,680,429,735933,0.000582933500739877,A1C,"","","","","","",0.0582933500739877,"",
Labs,A1C,HGB A1C (QL),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,429,418,735933,0.000567986487900393,A1C,"","","","","","",0.0567986487900393,"",
Labs,A1C,MN HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,2545,356,735933,0.000483739688259665,A1C,"","","","","","",0.0483739688259665,"",
Labs,A1C,A1C (POC) (BU),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1659,355,735933,0.000482380868910621,A1C,"","","","","","",0.0482380868910621,"",
Labs,A1C,ZZ A1C (REF LAB),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,722,294,735933,0.000399492888618937,A1C,"","","","","","",0.0399492888618937,"",
Labs,A1C,HEMOGLOBIN A1C-LC/SEND OUT,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,856,292,735933,0.000396775249920849,A1C,"","","","","","",0.0396775249920849,"",
Labs,A1C,A1C GLYCO HEMOGLOBIN(CLOVIS) DC'D 2013,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1794,287,735933,0.000389981153175629,A1C,"","","","","","",0.0389981153175629,"",
Labs,A1C,A1C(3/15/93-7/31/01),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,403,278,735933,0.000377751779034233,A1C,"","","","","","",0.0377751779034233,"",
Labs,A1C,HEMOGLOBIN A1C (QUEST),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,488,274,735933,0.000372316501638057,A1C,"","","","","","",0.0372316501638057,"",
Labs,A1C,ZHS HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,800,271,735933,0.000368240043590925,A1C,"","","","","","",0.0368240043590925,"",
Labs,A1C,HEMOGLOBIN A1c (SPEC.LABS),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,359,263,735933,0.000357369488798573,A1C,"","","","","","",0.0357369488798573,"",
Labs,A1C,Q-HGB A1C DC'D,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,344,262,735933,0.000356010669449529,A1C,"","","","","","",0.0356010669449529,"",
Labs,A1C,HGB A1C(CX9 OUTPUT ONLY),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,474,256,735933,0.000347857753355265,A1C,"","","","","","",0.0347857753355265,"",
Labs,A1C,HGB A1C AFINION,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,3380,248,735933,0.000336987198562913,A1C,"","","","","","",0.0336987198562913,"",
Labs,A1C,ELD HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,986,239,735933,0.000324757824421517,A1C,"","","","","","",0.0324757824421517,"",
Labs,A1C,GR-HGB A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1362,236,735933,0.000320681366374385,A1C,"","","","","","",0.0320681366374385,"",
Labs,A1C,HGB A1C (before 12/10/01),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,373,224,735933,0.000304375534185857,A1C,"","","","","","",0.0304375534185857,"",
Labs,A1C,HEMOGLOBIN A1C(Q),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,319,219,735933,0.000297581437440637,A1C,"","","","","","",0.0297581437440637,"",
Labs,A1C,VADS-HEMOGLOBIN A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,242,211,735933,0.000286710882648285,A1C,"","","","","","",0.0286710882648285,"",
Labs,A1C,zHEMOGLOBIN A1C (KX) DC'D 3/1/02,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,344,207,735933,0.000281275605252109,A1C,"","","","","","",0.0281275605252109,"",
Labs,A1C,"HEMOGLOBIN A1C, MEASURED(D'CD6/2006)",3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,287,206,735933,0.000279916785903065,A1C,"","","","","","",0.0279916785903065,"",
Labs,A1C,CBOC HEMOGLOBIN A1C (INACTIVE),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,423,198,735933,0.000269046231110713,A1C,"","","","","","",0.0269046231110713,"",
Labs,A1C,LC-HGB A1C,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,1130,185,735933,0.00025138157957314,A1C,"","","","","","",0.025138157957314,"",
Labs,A1C,HEMOGLOBIN A1C(PRE-2/27/01),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,209,177,735933,0.000240511024780789,A1C,"","","","","","",0.0240511024780789,"",
Labs,A1C,HEMOGLOBIN A1C (LABCORP),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,696,159,735933,0.000216052276497996,A1C,"","","","","","",0.0216052276497996,"",
Labs,A1C,HEMOGLOBIN A1C POC,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,184,148,735933,0.000201105263658512,A1C,"","","","","","",0.0201105263658512,"",
Labs,A1C,"HEMOGLOBIN A1C, CONFIRMATION(SEND OUT)",3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,436,148,735933,0.000201105263658512,A1C,"","","","","","",0.0201105263658512,"",
Labs,A1C,POC HGBA1C*NP,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,363,148,735933,0.000201105263658512,A1C,"","","","","","",0.0201105263658512,"",
Labs,A1C,HGB A1C (QUEST),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,250,144,735933,0.000195669986262336,A1C,"","","","","","",0.0195669986262336,"",
Labs,A1C,HEMOGLOBIN A1c_(496) (SENDOUT),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,358,142,735933,0.000192952347564248,A1C,"","","","","","",0.0192952347564248,"",
Labs,A1C,HEMOGLOBIN A1C-(NANTICOKE),3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,386,127,735933,0.000172570057328588,A1C,"","","","","","",0.0172570057328588,"",
Labs,A1C,HGBA1C-QUEST,3,20,Boston:phenomics.va.ornl.gov/web/api/phenotype/attachments/87/download,302,124,735933,0.000168493599281456,A1C,"","","","","","",0.0168493599281456,"",
